source,hour,cost
Solar,8700,30
Solar,8701,30
Solar,8702,30
Solar,8703,30
Solar,8704,30
Solar,8705,30
Solar,8706,30
Solar,8707,30
Solar,8708,30
Solar,8709,30
Solar,8710,30
Solar,8711,30
Solar,8712,30
Solar,8713,30
Solar,8714,30
Solar,8715,30
Solar,8716,30
Solar,8717,30
Solar,8718,30
Solar,8719,30
Solar,8720,30
Solar,8721,30
Solar,8722,30
Solar,8723,30
Solar,8724,30
Solar,8725,30
Solar,8726,30
Solar,8727,30
Solar,8728,30
Solar,8729,30
Solar,8730,30
Solar,8731,30
Solar,8732,30
Solar,8733,30
Solar,8734,30
Solar,8735,30
Solar,8736,30
Solar,8737,30
Solar,8738,30
Solar,8739,30
Solar,8740,30
Solar,8741,30
Solar,8742,30
Solar,8743,30
Solar,8744,30
Solar,8745,30
Solar,8746,30
Solar,8747,30
Solar,8748,30
Solar,8749,30
Solar,8750,30
Solar,8751,30
Solar,8752,30
Solar,8753,30
Solar,8754,30
Solar,8755,30
Solar,8756,30
Solar,8757,30
Solar,8758,30
Solar,8759,30
Solar,8760,30
Wind,1,48
Wind,2,48
Wind,3,48
Wind,4,48
Wind,5,48
Wind,6,48
Wind,7,48
Wind,8,48
Wind,9,48
Wind,10,48
Wind,11,48
Wind,12,48
Wind,13,48
Wind,14,48
Wind,15,48
Wind,16,48
Wind,17,48
Wind,18,48
Wind,19,48
Wind,20,48
Wind,21,48
Wind,22,48
Wind,23,48
Wind,24,48
Wind,25,48
Wind,26,48
Wind,27,48
Wind,28,48
Wind,29,48
Wind,30,48
Wind,31,48
Wind,32,48
Wind,33,48
Wind,34,48
Wind,35,48
Wind,36,48
Wind,37,48
Wind,38,48
Wind,39,48
Wind,40,48
Wind,41,48
Wind,42,48
Wind,43,48
Wind,44,48
Wind,45,48
Wind,46,48
Wind,47,48
Wind,48,48
Wind,49,48
Wind,50,48
Wind,51,48
Wind,52,48
Wind,53,48
Wind,54,48
Wind,55,48
Wind,56,48
Wind,57,48
Wind,58,48
Wind,59,48
Wind,60,48
Wind,61,48
Wind,62,48
Wind,63,48
Wind,64,48
Wind,65,48
Wind,66,48
Wind,67,48
Wind,68,48
Wind,69,48
Wind,70,48
Wind,71,48
Wind,72,48
Wind,73,48
Wind,74,48
Wind,75,48
Wind,76,48
Wind,77,48
Wind,78,48
Wind,79,48
Wind,80,48
Wind,81,48
Wind,82,48
Wind,83,48
Wind,84,48
Wind,85,48
Wind,86,48
Wind,87,48
Wind,88,48
Wind,89,48
Wind,90,48
Wind,91,48
Wind,92,48
Wind,93,48
Wind,94,48
Wind,95,48
Wind,96,48
Wind,97,48
Wind,98,48
Wind,99,48
Wind,100,48
Wind,101,48
Wind,102,48
Wind,103,48
Wind,104,48
Wind,105,48
Wind,106,48
Wind,107,48
Wind,108,48
Wind,109,48
Wind,110,48
Wind,111,48
Wind,112,48
Wind,113,48
Wind,114,48
Wind,115,48
Wind,116,48
Wind,117,48
Wind,118,48
Wind,119,48
Wind,120,48
Wind,121,48
Wind,122,48
Wind,123,48
Wind,124,48
Wind,125,48
Wind,126,48
Wind,127,48
Wind,128,48
Wind,129,48
Wind,130,48
Wind,131,48
Wind,132,48
Wind,133,48
Wind,134,48
Wind,135,48
Wind,136,48
Wind,137,48
Wind,138,48
Wind,139,48
Wind,140,48
Wind,141,48
Wind,142,48
Wind,143,48
Wind,144,48
Wind,145,48
Wind,146,48
Wind,147,48
Wind,148,48
Wind,149,48
Wind,150,48
Wind,151,48
Wind,152,48
Wind,153,48
Wind,154,48
Wind,155,48
Wind,156,48
Wind,157,48
Wind,158,48
Wind,159,48
Wind,160,48
Wind,161,48
Wind,162,48
Wind,163,48
Wind,164,48
Wind,165,48
Wind,166,48
Wind,167,48
Wind,168,48
Wind,169,48
Wind,170,48
Wind,171,48
Wind,172,48
Wind,173,48
Wind,174,48
Wind,175,48
Wind,176,48
Wind,177,48
Wind,178,48
Wind,179,48
Wind,180,48
Wind,181,48
Wind,182,48
Wind,183,48
Wind,184,48
Wind,185,48
Wind,186,48
Wind,187,48
Wind,188,48
Wind,189,48
Wind,190,48
Wind,191,48
Wind,192,48
Wind,193,48
Wind,194,48
Wind,195,48
Wind,196,48
Wind,197,48
Wind,198,48
Wind,199,48
Wind,200,48
Wind,201,48
Wind,202,48
Wind,203,48
Wind,204,48
Wind,205,48
Wind,206,48
Wind,207,48
Wind,208,48
Wind,209,48
Wind,210,48
Wind,211,48
Wind,212,48
Wind,213,48
Wind,214,48
Wind,215,48
Wind,216,48
Wind,217,48
Wind,218,48
Wind,219,48
Wind,220,48
Wind,221,48
Wind,222,48
Wind,223,48
Wind,224,48
Wind,225,48
Wind,226,48
Wind,227,48
Wind,228,48
Wind,229,48
Wind,230,48
Wind,231,48
Wind,232,48
Wind,233,48
Wind,234,48
Wind,235,48
Wind,236,48
Wind,237,48
Wind,238,48
Wind,239,48
Wind,240,48
Wind,241,48
Wind,242,48
Wind,243,48
Wind,244,48
Wind,245,48
Wind,246,48
Wind,247,48
Wind,248,48
Wind,249,48
Wind,250,48
Wind,251,48
Wind,252,48
Wind,253,48
Wind,254,48
Wind,255,48
Wind,256,48
Wind,257,48
Wind,258,48
Wind,259,48
Wind,260,48
Wind,261,48
Wind,262,48
Wind,263,48
Wind,264,48
Wind,265,48
Wind,266,48
Wind,267,48
Wind,268,48
Wind,269,48
Wind,270,48
Wind,271,48
Wind,272,48
Wind,273,48
Wind,274,48
Wind,275,48
Wind,276,48
Wind,277,48
Wind,278,48
Wind,279,48
Wind,280,48
Wind,281,48
Wind,282,48
Wind,283,48
Wind,284,48
Wind,285,48
Wind,286,48
Wind,287,48
Wind,288,48
Wind,289,48
Wind,290,48
Wind,291,48
Wind,292,48
Wind,293,48
Wind,294,48
Wind,295,48
Wind,296,48
Wind,297,48
Wind,298,48
Wind,299,48
Wind,300,48
Wind,301,48
Wind,302,48
Wind,303,48
Wind,304,48
Wind,305,48
Wind,306,48
Wind,307,48
Wind,308,48
Wind,309,48
Wind,310,48
Wind,311,48
Wind,312,48
Wind,313,48
Wind,314,48
Wind,315,48
Wind,316,48
Wind,317,48
Wind,318,48
Wind,319,48
Wind,320,48
Wind,321,48
Wind,322,48
Wind,323,48
Wind,324,48
Wind,325,48
Wind,326,48
Wind,327,48
Wind,328,48
Wind,329,48
Wind,330,48
Wind,331,48
Wind,332,48
Wind,333,48
Wind,334,48
Wind,335,48
Wind,336,48
Wind,337,48
Wind,338,48
Wind,339,48
Wind,340,48
Wind,341,48
Wind,342,48
Wind,343,48
Wind,344,48
Wind,345,48
Wind,346,48
Wind,347,48
Wind,348,48
Wind,349,48
Wind,350,48
Wind,351,48
Wind,352,48
Wind,353,48
Wind,354,48
Wind,355,48
Wind,356,48
Wind,357,48
Wind,358,48
Wind,359,48
Wind,360,48
Wind,361,48
Wind,362,48
Wind,363,48
Wind,364,48
Wind,365,48
Wind,366,48
Wind,367,48
Wind,368,48
Wind,369,48
Wind,370,48
Wind,371,48
Wind,372,48
Wind,373,48
Wind,374,48
Wind,375,48
Wind,376,48
Wind,377,48
Wind,378,48
Wind,379,48
Wind,380,48
Wind,381,48
Wind,382,48
Wind,383,48
Wind,384,48
Wind,385,48
Wind,386,48
Wind,387,48
Wind,388,48
Wind,389,48
Wind,390,48
Wind,391,48
Wind,392,48
Wind,393,48
Wind,394,48
Wind,395,48
Wind,396,48
Wind,397,48
Wind,398,48
Wind,399,48
Wind,400,48
Wind,401,48
Wind,402,48
Wind,403,48
Wind,404,48
Wind,405,48
Wind,406,48
Wind,407,48
Wind,408,48
Wind,409,48
Wind,410,48
Wind,411,48
Wind,412,48
Wind,413,48
Wind,414,48
Wind,415,48
Wind,416,48
Wind,417,48
Wind,418,48
Wind,419,48
Wind,420,48
Wind,421,48
Wind,422,48
Wind,423,48
Wind,424,48
Wind,425,48
Wind,426,48
Wind,427,48
Wind,428,48
Wind,429,48
Wind,430,48
Wind,431,48
Wind,432,48
Wind,433,48
Wind,434,48
Wind,435,48
Wind,436,48
Wind,437,48
Wind,438,48
Wind,439,48
Wind,440,48
Wind,441,48
Wind,442,48
Wind,443,48
Wind,444,48
Wind,445,48
Wind,446,48
Wind,447,48
Wind,448,48
Wind,449,48
Wind,450,48
Wind,451,48
Wind,452,48
Wind,453,48
Wind,454,48
Wind,455,48
Wind,456,48
Wind,457,48
Wind,458,48
Wind,459,48
Wind,460,48
Wind,461,48
Wind,462,48
Wind,463,48
Wind,464,48
Wind,465,48
Wind,466,48
Wind,467,48
Wind,468,48
Wind,469,48
Wind,470,48
Wind,471,48
Wind,472,48
Wind,473,48
Wind,474,48
Wind,475,48
Wind,476,48
Wind,477,48
Wind,478,48
Wind,479,48
Wind,480,48
Wind,481,48
Wind,482,48
Wind,483,48
Wind,484,48
Wind,485,48
Wind,486,48
Wind,487,48
Wind,488,48
Wind,489,48
Wind,490,48
Wind,491,48
Wind,492,48
Wind,493,48
Wind,494,48
Wind,495,48
Wind,496,48
Wind,497,48
Wind,498,48
Wind,499,48
Wind,500,48
Wind,501,48
Wind,502,48
Wind,503,48
Wind,504,48
Wind,505,48
Wind,506,48
Wind,507,48
Wind,508,48
Wind,509,48
Wind,510,48
Wind,511,48
Wind,512,48
Wind,513,48
Wind,514,48
Wind,515,48
Wind,516,48
Wind,517,48
Wind,518,48
Wind,519,48
Wind,520,48
Wind,521,48
Wind,522,48
Wind,523,48
Wind,524,48
Wind,525,48
Wind,526,48
Wind,527,48
Wind,528,48
Wind,529,48
Wind,530,48
Wind,531,48
Wind,532,48
Wind,533,48
Wind,534,48
Wind,535,48
Wind,536,48
Wind,537,48
Wind,538,48
Wind,539,48
Wind,540,48
Wind,541,48
Wind,542,48
Wind,543,48
Wind,544,48
Wind,545,48
Wind,546,48
Wind,547,48
Wind,548,48
Wind,549,48
Wind,550,48
Wind,551,48
Wind,552,48
Wind,553,48
Wind,554,48
Wind,555,48
Wind,556,48
Wind,557,48
Wind,558,48
Wind,559,48
Wind,560,48
Wind,561,48
Wind,562,48
Wind,563,48
Wind,564,48
Wind,565,48
Wind,566,48
Wind,567,48
Wind,568,48
Wind,569,48
Wind,570,48
Wind,571,48
Wind,572,48
Wind,573,48
Wind,574,48
Wind,575,48
Wind,576,48
Wind,577,48
Wind,578,48
Wind,579,48
Wind,580,48
Wind,581,48
Wind,582,48
Wind,583,48
Wind,584,48
Wind,585,48
Wind,586,48
Wind,587,48
Wind,588,48
Wind,589,48
Wind,590,48
Wind,591,48
Wind,592,48
Wind,593,48
Wind,594,48
Wind,595,48
Wind,596,48
Wind,597,48
Wind,598,48
Wind,599,48
Wind,600,48
Wind,601,48
Wind,602,48
Wind,603,48
Wind,604,48
Wind,605,48
Wind,606,48
Wind,607,48
Wind,608,48
Wind,609,48
Wind,610,48
Wind,611,48
Wind,612,48
Wind,613,48
Wind,614,48
Wind,615,48
Wind,616,48
Wind,617,48
Wind,618,48
Wind,619,48
Wind,620,48
Wind,621,48
Wind,622,48
Wind,623,48
Wind,624,48
Wind,625,48
Wind,626,48
Wind,627,48
Wind,628,48
Wind,629,48
Wind,630,48
Wind,631,48
Wind,632,48
Wind,633,48
Wind,634,48
Wind,635,48
Wind,636,48
Wind,637,48
Wind,638,48
Wind,639,48
Wind,640,48
Wind,641,48
Wind,642,48
Wind,643,48
Wind,644,48
Wind,645,48
Wind,646,48
Wind,647,48
Wind,648,48
Wind,649,48
Wind,650,48
Wind,651,48
Wind,652,48
Wind,653,48
Wind,654,48
Wind,655,48
Wind,656,48
Wind,657,48
Wind,658,48
Wind,659,48
Wind,660,48
Wind,661,48
Wind,662,48
Wind,663,48
Wind,664,48
Wind,665,48
Wind,666,48
Wind,667,48
Wind,668,48
Wind,669,48
Wind,670,48
Wind,671,48
Wind,672,48
Wind,673,48
Wind,674,48
Wind,675,48
Wind,676,48
Wind,677,48
Wind,678,48
Wind,679,48
Wind,680,48
Wind,681,48
Wind,682,48
Wind,683,48
Wind,684,48
Wind,685,48
Wind,686,48
Wind,687,48
Wind,688,48
Wind,689,48
Wind,690,48
Wind,691,48
Wind,692,48
Wind,693,48
Wind,694,48
Wind,695,48
Wind,696,48
Wind,697,48
Wind,698,48
Wind,699,48
Wind,700,48
Wind,701,48
Wind,702,48
Wind,703,48
Wind,704,48
Wind,705,48
Wind,706,48
Wind,707,48
Wind,708,48
Wind,709,48
Wind,710,48
Wind,711,48
Wind,712,48
Wind,713,48
Wind,714,48
Wind,715,48
Wind,716,48
Wind,717,48
Wind,718,48
Wind,719,48
Wind,720,48
Wind,721,48
Wind,722,48
Wind,723,48
Wind,724,48
Wind,725,48
Wind,726,48
Wind,727,48
Wind,728,48
Wind,729,48
Wind,730,48
Wind,731,48
Wind,732,48
Wind,733,48
Wind,734,48
Wind,735,48
Wind,736,48
Wind,737,48
Wind,738,48
Wind,739,48
Wind,740,48
Wind,741,48
Wind,742,48
Wind,743,48
Wind,744,48
Wind,745,48
Wind,746,48
Wind,747,48
Wind,748,48
Wind,749,48
Wind,750,48
Wind,751,48
Wind,752,48
Wind,753,48
Wind,754,48
Wind,755,48
Wind,756,48
Wind,757,48
Wind,758,48
Wind,759,48
Wind,760,48
Wind,761,48
Wind,762,48
Wind,763,48
Wind,764,48
Wind,765,48
Wind,766,48
Wind,767,48
Wind,768,48
Wind,769,48
Wind,770,48
Wind,771,48
Wind,772,48
Wind,773,48
Wind,774,48
Wind,775,48
Wind,776,48
Wind,777,48
Wind,778,48
Wind,779,48
Wind,780,48
Wind,781,48
Wind,782,48
Wind,783,48
Wind,784,48
Wind,785,48
Wind,786,48
Wind,787,48
Wind,788,48
Wind,789,48
Wind,790,48
Wind,791,48
Wind,792,48
Wind,793,48
Wind,794,48
Wind,795,48
Wind,796,48
Wind,797,48
Wind,798,48
Wind,799,48
Wind,800,48
Wind,801,48
Wind,802,48
Wind,803,48
Wind,804,48
Wind,805,48
Wind,806,48
Wind,807,48
Wind,808,48
Wind,809,48
Wind,810,48
Wind,811,48
Wind,812,48
Wind,813,48
Wind,814,48
Wind,815,48
Wind,816,48
Wind,817,48
Wind,818,48
Wind,819,48
Wind,820,48
Wind,821,48
Wind,822,48
Wind,823,48
Wind,824,48
Wind,825,48
Wind,826,48
Wind,827,48
Wind,828,48
Wind,829,48
Wind,830,48
Wind,831,48
Wind,832,48
Wind,833,48
Wind,834,48
Wind,835,48
Wind,836,48
Wind,837,48
Wind,838,48
Wind,839,48
Wind,840,48
Wind,841,48
Wind,842,48
Wind,843,48
Wind,844,48
Wind,845,48
Wind,846,48
Wind,847,48
Wind,848,48
Wind,849,48
Wind,850,48
Wind,851,48
Wind,852,48
Wind,853,48
Wind,854,48
Wind,855,48
Wind,856,48
Wind,857,48
Wind,858,48
Wind,859,48
Wind,860,48
Wind,861,48
Wind,862,48
Wind,863,48
Wind,864,48
Wind,865,48
Wind,866,48
Wind,867,48
Wind,868,48
Wind,869,48
Wind,870,48
Wind,871,48
Wind,872,48
Wind,873,48
Wind,874,48
Wind,875,48
Wind,876,48
Wind,877,48
Wind,878,48
Wind,879,48
Wind,880,48
Wind,881,48
Wind,882,48
Wind,883,48
Wind,884,48
Wind,885,48
Wind,886,48
Wind,887,48
Wind,888,48
Wind,889,48
Wind,890,48
Wind,891,48
Wind,892,48
Wind,893,48
Wind,894,48
Wind,895,48
Wind,896,48
Wind,897,48
Wind,898,48
Wind,899,48
Wind,900,48
Wind,901,48
Wind,902,48
Wind,903,48
Wind,904,48
Wind,905,48
Wind,906,48
Wind,907,48
Wind,908,48
Wind,909,48
Wind,910,48
Wind,911,48
Wind,912,48
Wind,913,48
Wind,914,48
Wind,915,48
Wind,916,48
Wind,917,48
Wind,918,48
Wind,919,48
Wind,920,48
Wind,921,48
Wind,922,48
Wind,923,48
Wind,924,48
Wind,925,48
Wind,926,48
Wind,927,48
Wind,928,48
Wind,929,48
Wind,930,48
Wind,931,48
Wind,932,48
Wind,933,48
Wind,934,48
Wind,935,48
Wind,936,48
Wind,937,48
Wind,938,48
Wind,939,48
Wind,940,48
Wind,941,48
Wind,942,48
Wind,943,48
Wind,944,48
Wind,945,48
Wind,946,48
Wind,947,48
Wind,948,48
Wind,949,48
Wind,950,48
Wind,951,48
Wind,952,48
Wind,953,48
Wind,954,48
Wind,955,48
Wind,956,48
Wind,957,48
Wind,958,48
Wind,959,48
Wind,960,48
Wind,961,48
Wind,962,48
Wind,963,48
Wind,964,48
Wind,965,48
Wind,966,48
Wind,967,48
Wind,968,48
Wind,969,48
Wind,970,48
Wind,971,48
Wind,972,48
Wind,973,48
Wind,974,48
Wind,975,48
Wind,976,48
Wind,977,48
Wind,978,48
Wind,979,48
Wind,980,48
Wind,981,48
Wind,982,48
Wind,983,48
Wind,984,48
Wind,985,48
Wind,986,48
Wind,987,48
Wind,988,48
Wind,989,48
Wind,990,48
Wind,991,48
Wind,992,48
Wind,993,48
Wind,994,48
Wind,995,48
Wind,996,48
Wind,997,48
Wind,998,48
Wind,999,48
Wind,1000,48
Wind,1001,48
Wind,1002,48
Wind,1003,48
Wind,1004,48
Wind,1005,48
Wind,1006,48
Wind,1007,48
Wind,1008,48
Wind,1009,48
Wind,1010,48
Wind,1011,48
Wind,1012,48
Wind,1013,48
Wind,1014,48
Wind,1015,48
Wind,1016,48
Wind,1017,48
Wind,1018,48
Wind,1019,48
Wind,1020,48
Wind,1021,48
Wind,1022,48
Wind,1023,48
Wind,1024,48
Wind,1025,48
Wind,1026,48
Wind,1027,48
Wind,1028,48
Wind,1029,48
Wind,1030,48
Wind,1031,48
Wind,1032,48
Wind,1033,48
Wind,1034,48
Wind,1035,48
Wind,1036,48
Wind,1037,48
Wind,1038,48
Wind,1039,48
Wind,1040,48
Wind,1041,48
Wind,1042,48
Wind,1043,48
Wind,1044,48
Wind,1045,48
Wind,1046,48
Wind,1047,48
Wind,1048,48
Wind,1049,48
Wind,1050,48
Wind,1051,48
Wind,1052,48
Wind,1053,48
Wind,1054,48
Wind,1055,48
Wind,1056,48
Wind,1057,48
Wind,1058,48
Wind,1059,48
Wind,1060,48
Wind,1061,48
Wind,1062,48
Wind,1063,48
Wind,1064,48
Wind,1065,48
Wind,1066,48
Wind,1067,48
Wind,1068,48
Wind,1069,48
Wind,1070,48
Wind,1071,48
Wind,1072,48
Wind,1073,48
Wind,1074,48
Wind,1075,48
Wind,1076,48
Wind,1077,48
Wind,1078,48
Wind,1079,48
Wind,1080,48
Wind,1081,48
Wind,1082,48
Wind,1083,48
Wind,1084,48
Wind,1085,48
Wind,1086,48
Wind,1087,48
Wind,1088,48
Wind,1089,48
Wind,1090,48
Wind,1091,48
Wind,1092,48
Wind,1093,48
Wind,1094,48
Wind,1095,48
Wind,1096,48
Wind,1097,48
Wind,1098,48
Wind,1099,48
Wind,1100,48
Wind,1101,48
Wind,1102,48
Wind,1103,48
Wind,1104,48
Wind,1105,48
Wind,1106,48
Wind,1107,48
Wind,1108,48
Wind,1109,48
Wind,1110,48
Wind,1111,48
Wind,1112,48
Wind,1113,48
Wind,1114,48
Wind,1115,48
Wind,1116,48
Wind,1117,48
Wind,1118,48
Wind,1119,48
Wind,1120,48
Wind,1121,48
Wind,1122,48
Wind,1123,48
Wind,1124,48
Wind,1125,48
Wind,1126,48
Wind,1127,48
Wind,1128,48
Wind,1129,48
Wind,1130,48
Wind,1131,48
Wind,1132,48
Wind,1133,48
Wind,1134,48
Wind,1135,48
Wind,1136,48
Wind,1137,48
Wind,1138,48
Wind,1139,48
Wind,1140,48
Wind,1141,48
Wind,1142,48
Wind,1143,48
Wind,1144,48
Wind,1145,48
Wind,1146,48
Wind,1147,48
Wind,1148,48
Wind,1149,48
Wind,1150,48
Wind,1151,48
Wind,1152,48
Wind,1153,48
Wind,1154,48
Wind,1155,48
Wind,1156,48
Wind,1157,48
Wind,1158,48
Wind,1159,48
Wind,1160,48
Wind,1161,48
Wind,1162,48
Wind,1163,48
Wind,1164,48
Wind,1165,48
Wind,1166,48
Wind,1167,48
Wind,1168,48
Wind,1169,48
Wind,1170,48
Wind,1171,48
Wind,1172,48
Wind,1173,48
Wind,1174,48
Wind,1175,48
Wind,1176,48
Wind,1177,48
Wind,1178,48
Wind,1179,48
Wind,1180,48
Wind,1181,48
Wind,1182,48
Wind,1183,48
Wind,1184,48
Wind,1185,48
Wind,1186,48
Wind,1187,48
Wind,1188,48
Wind,1189,48
Wind,1190,48
Wind,1191,48
Wind,1192,48
Wind,1193,48
Wind,1194,48
Wind,1195,48
Wind,1196,48
Wind,1197,48
Wind,1198,48
Wind,1199,48
Wind,1200,48
Wind,1201,48
Wind,1202,48
Wind,1203,48
Wind,1204,48
Wind,1205,48
Wind,1206,48
Wind,1207,48
Wind,1208,48
Wind,1209,48
Wind,1210,48
Wind,1211,48
Wind,1212,48
Wind,1213,48
Wind,1214,48
Wind,1215,48
Wind,1216,48
Wind,1217,48
Wind,1218,48
Wind,1219,48
Wind,1220,48
Wind,1221,48
Wind,1222,48
Wind,1223,48
Wind,1224,48
Wind,1225,48
Wind,1226,48
Wind,1227,48
Wind,1228,48
Wind,1229,48
Wind,1230,48
Wind,1231,48
Wind,1232,48
Wind,1233,48
Wind,1234,48
Wind,1235,48
Wind,1236,48
Wind,1237,48
Wind,1238,48
Wind,1239,48
Wind,1240,48
Wind,1241,48
Wind,1242,48
Wind,1243,48
Wind,1244,48
Wind,1245,48
Wind,1246,48
Wind,1247,48
Wind,1248,48
Wind,1249,48
Wind,1250,48
Wind,1251,48
Wind,1252,48
Wind,1253,48
Wind,1254,48
Wind,1255,48
Wind,1256,48
Wind,1257,48
Wind,1258,48
Wind,1259,48
Wind,1260,48
Wind,1261,48
Wind,1262,48
Wind,1263,48
Wind,1264,48
Wind,1265,48
Wind,1266,48
Wind,1267,48
Wind,1268,48
Wind,1269,48
Wind,1270,48
Wind,1271,48
Wind,1272,48
Wind,1273,48
Wind,1274,48
Wind,1275,48
Wind,1276,48
Wind,1277,48
Wind,1278,48
Wind,1279,48
Wind,1280,48
Wind,1281,48
Wind,1282,48
Wind,1283,48
Wind,1284,48
Wind,1285,48
Wind,1286,48
Wind,1287,48
Wind,1288,48
Wind,1289,48
Wind,1290,48
Wind,1291,48
Wind,1292,48
Wind,1293,48
Wind,1294,48
Wind,1295,48
Wind,1296,48
Wind,1297,48
Wind,1298,48
Wind,1299,48
Wind,1300,48
Wind,1301,48
Wind,1302,48
Wind,1303,48
Wind,1304,48
Wind,1305,48
Wind,1306,48
Wind,1307,48
Wind,1308,48
Wind,1309,48
Wind,1310,48
Wind,1311,48
Wind,1312,48
Wind,1313,48
Wind,1314,48
Wind,1315,48
Wind,1316,48
Wind,1317,48
Wind,1318,48
Wind,1319,48
Wind,1320,48
Wind,1321,48
Wind,1322,48
Wind,1323,48
Wind,1324,48
Wind,1325,48
Wind,1326,48
Wind,1327,48
Wind,1328,48
Wind,1329,48
Wind,1330,48
Wind,1331,48
Wind,1332,48
Wind,1333,48
Wind,1334,48
Wind,1335,48
Wind,1336,48
Wind,1337,48
Wind,1338,48
Wind,1339,48
Wind,1340,48
Wind,1341,48
Wind,1342,48
Wind,1343,48
Wind,1344,48
Wind,1345,48
Wind,1346,48
Wind,1347,48
Wind,1348,48
Wind,1349,48
Wind,1350,48
Wind,1351,48
Wind,1352,48
Wind,1353,48
Wind,1354,48
Wind,1355,48
Wind,1356,48
Wind,1357,48
Wind,1358,48
Wind,1359,48
Wind,1360,48
Wind,1361,48
Wind,1362,48
Wind,1363,48
Wind,1364,48
Wind,1365,48
Wind,1366,48
Wind,1367,48
Wind,1368,48
Wind,1369,48
Wind,1370,48
Wind,1371,48
Wind,1372,48
Wind,1373,48
Wind,1374,48
Wind,1375,48
Wind,1376,48
Wind,1377,48
Wind,1378,48
Wind,1379,48
Wind,1380,48
Wind,1381,48
Wind,1382,48
Wind,1383,48
Wind,1384,48
Wind,1385,48
Wind,1386,48
Wind,1387,48
Wind,1388,48
Wind,1389,48
Wind,1390,48
Wind,1391,48
Wind,1392,48
Wind,1393,48
Wind,1394,48
Wind,1395,48
Wind,1396,48
Wind,1397,48
Wind,1398,48
Wind,1399,48
Wind,1400,48
Wind,1401,48
Wind,1402,48
Wind,1403,48
Wind,1404,48
Wind,1405,48
Wind,1406,48
Wind,1407,48
Wind,1408,48
Wind,1409,48
Wind,1410,48
Wind,1411,48
Wind,1412,48
Wind,1413,48
Wind,1414,48
Wind,1415,48
Wind,1416,48
Wind,1417,48
Wind,1418,48
Wind,1419,48
Wind,1420,48
Wind,1421,48
Wind,1422,48
Wind,1423,48
Wind,1424,48
Wind,1425,48
Wind,1426,48
Wind,1427,48
Wind,1428,48
Wind,1429,48
Wind,1430,48
Wind,1431,48
Wind,1432,48
Wind,1433,48
Wind,1434,48
Wind,1435,48
Wind,1436,48
Wind,1437,48
Wind,1438,48
Wind,1439,48
Wind,1440,48
Wind,1441,48
Wind,1442,48
Wind,1443,48
Wind,1444,48
Wind,1445,48
Wind,1446,48
Wind,1447,48
Wind,1448,48
Wind,1449,48
Wind,1450,48
Wind,1451,48
Wind,1452,48
Wind,1453,48
Wind,1454,48
Wind,1455,48
Wind,1456,48
Wind,1457,48
Wind,1458,48
Wind,1459,48
Wind,1460,48
Wind,1461,48
Wind,1462,48
Wind,1463,48
Wind,1464,48
Wind,1465,48
Wind,1466,48
Wind,1467,48
Wind,1468,48
Wind,1469,48
Wind,1470,48
Wind,1471,48
Wind,1472,48
Wind,1473,48
Wind,1474,48
Wind,1475,48
Wind,1476,48
Wind,1477,48
Wind,1478,48
Wind,1479,48
Wind,1480,48
Wind,1481,48
Wind,1482,48
Wind,1483,48
Wind,1484,48
Wind,1485,48
Wind,1486,48
Wind,1487,48
Wind,1488,48
Wind,1489,48
Wind,1490,48
Wind,1491,48
Wind,1492,48
Wind,1493,48
Wind,1494,48
Wind,1495,48
Wind,1496,48
Wind,1497,48
Wind,1498,48
Wind,1499,48
Wind,1500,48
Wind,1501,48
Wind,1502,48
Wind,1503,48
Wind,1504,48
Wind,1505,48
Wind,1506,48
Wind,1507,48
Wind,1508,48
Wind,1509,48
Wind,1510,48
Wind,1511,48
Wind,1512,48
Wind,1513,48
Wind,1514,48
Wind,1515,48
Wind,1516,48
Wind,1517,48
Wind,1518,48
Wind,1519,48
Wind,1520,48
Wind,1521,48
Wind,1522,48
Wind,1523,48
Wind,1524,48
Wind,1525,48
Wind,1526,48
Wind,1527,48
Wind,1528,48
Wind,1529,48
Wind,1530,48
Wind,1531,48
Wind,1532,48
Wind,1533,48
Wind,1534,48
Wind,1535,48
Wind,1536,48
Wind,1537,48
Wind,1538,48
Wind,1539,48
Wind,1540,48
Wind,1541,48
Wind,1542,48
Wind,1543,48
Wind,1544,48
Wind,1545,48
Wind,1546,48
Wind,1547,48
Wind,1548,48
Wind,1549,48
Wind,1550,48
Wind,1551,48
Wind,1552,48
Wind,1553,48
Wind,1554,48
Wind,1555,48
Wind,1556,48
Wind,1557,48
Wind,1558,48
Wind,1559,48
Wind,1560,48
Wind,1561,48
Wind,1562,48
Wind,1563,48
Wind,1564,48
Wind,1565,48
Wind,1566,48
Wind,1567,48
Wind,1568,48
Wind,1569,48
Wind,1570,48
Wind,1571,48
Wind,1572,48
Wind,1573,48
Wind,1574,48
Wind,1575,48
Wind,1576,48
Wind,1577,48
Wind,1578,48
Wind,1579,48
Wind,1580,48
Wind,1581,48
Wind,1582,48
Wind,1583,48
Wind,1584,48
Wind,1585,48
Wind,1586,48
Wind,1587,48
Wind,1588,48
Wind,1589,48
Wind,1590,48
Wind,1591,48
Wind,1592,48
Wind,1593,48
Wind,1594,48
Wind,1595,48
Wind,1596,48
Wind,1597,48
Wind,1598,48
Wind,1599,48
Wind,1600,48
Wind,1601,48
Wind,1602,48
Wind,1603,48
Wind,1604,48
