Hour,Demand
514,40706.83984
515,40813.23047
516,40706.4375
517,40738.35547
518,40630.76172
519,40420.94141
520,40328.69922
521,40631.10547
522,40776.50391
523,41596.53125
524,41880.01563
525,40855.42578
526,39703.27344
527,38522.24609
528,36796.92969
529,35133.95313
530,33985.35547
531,33213.52344
532,32864.67578
533,32810.28125
534,33261.46875
535,34331.80469
536,35812.45703
537,37179.86719
538,38699.64453
539,39747.0625
540,40020.59375
541,40069.70703
542,39637.73438
543,39053.71875
544,38641.05859
545,38774.16016
546,38940.45703
547,40262.71094
548,40354.49609
549,39701.14063
550,38912.38672
551,37685.71875
552,36372.60938
553,34681.90234
554,33726.32031
555,32706.39844
556,32076.47656
557,31982.74414
558,32110.15625
559,32574.41797
560,33447.37109
561,34653.33594
562,36031.25391
563,37462.95703
564,38036.62109
565,38641.58984
566,39040.40234
567,39254.39063
568,39049.17578
569,39050.125
570,39284.97656
571,40838.56641
572,41261.09375
573,40624.15625
574,39719.33594
575,38222.77344
576,36013.83203
577,33940.14844
578,32891.93359
579,31899.18555
580,31747.82227
581,31879.51172
582,32711.91602
583,35206.44531
584,38326.74219
585,39193.76953
586,39876.0625
587,40476.53125
588,40847.26172
589,41123.75391
590,41095.52344
591,40743.19531
592,40269.27734
593,40308.86328
594,40312.05078
595,41269.36328
596,42030.84766
597,41039.00781
598,40078.30078
599,38289.47656
600,36231.01953
601,34449.98438
602,33559.19141
603,33323.66016
604,33118.8125
605,33706.29297
606,35354.31641
607,38536.82422
608,42350.14063
609,43329.43359
610,42734.29297
611,42022.39453
612,41263.49609
613,40661.39844
614,40215.76172
615,39883.95703
616,39568.89844
617,39587.05859
618,39717.89063
619,41240.55078
620,42496.32031
621,41828.88672
622,41185.78906
623,39453.34766
624,37480.5
625,35781.76172
626,34760.85547
627,34255.91406
628,34030.34375
629,34487.25781
630,36041.30078
631,39106.76953
632,43103.70313
633,44106.10156
634,43756.51563
635,43057.51563
636,42287.08594
637,41344.69922
638,40733.67188
639,40022.99219
640,39595.87891
641,39526.44531
642,40006.51953
643,42378.39844
644,44165.89063
645,44087.68359
646,43689.60547
647,42609.47266
648,40983.26172
649,39678.23828
650,39265.91016
651,39510.90234
652,39946.17969
653,41046.85938
654,43022.47656
655,46775.85938
656,50968.43359
657,51747.58594
658,50474.78125
659,48417.22656
660,46239.85547
661,44497.0625
662,42566.85547
663,41343.33203
664,40713.24219
665,40600.14063
666,40869.14453
667,43286.3125
668,45344.21875
669,45231.83594
670,44650.71875
671,43517.70313
672,41497.51172
673,40154.01172
674,39378.74219
675,39182.32422
676,39480.59766
677,40142.69922
678,41880.67969
679,44968.61719
680,48435.65234
681,48709.44141
682,47185.49219
683,45439.59766
684,43496.46094
685,41662.27344
686,40375.375
687,39614.76172
688,38961.21484
689,38538.88672
690,38816.92188
691,39983.78906
692,40868.66016
693,40326.625
694,39652.14453
695,38432.49219
696,37032.33984
697,35410.07422
698,34145.21484
699,33483.49609
700,33133.03906
701,33037.10156
702,33195.07813
703,34090.19531
704,35391.9375
705,36705.41016
706,37981.86719
707,38913.42578
708,38876.22656
709,38760.99609
710,38105.88281
711,37595.11328
712,37369.45313
713,37545.04297
714,37757.58594
715,38236.97656
716,38924.01172
717,38326.98047
718,37510.32422
719,36548.14453
720,35046.19141
721,34004.66797
722,33058.31641
723,32824.04297
724,32861.64063
725,32997.68359
726,33577.5
727,34684.36719
728,36176.35547
729,37687.03516
730,38594.85156
731,39209.84375
732,38974.05078
733,38599.28516
734,37802.02734
735,37063.37891
736,36708.46094
737,36583.31641
738,36885.0625
739,38629.13672
740,40621.96094
741,40683.85547
742,40302.13672
743,39182.44922
744,37542.38281
745,36297.86328
746,35830.03125
747,35892.28125
748,36217.57031
749,37386.46875
750,39225.35156
751,42918.5
752,47037.97656
753,47793.57813
754,46360.16797
755,44677.37109
756,43049.8125
757,41769.34375
758,40504.65625
759,39579.02344
760,38753.98047
761,38496.86328
762,38849.24609
763,40208.09375
764,42349.79297
765,42369.74219
766,42162.26172
767,41123.16797
768,39466.07031
769,38179.61719
770,37462.07031
771,37249.02344
772,37454.87109
773,38066.16797
774,40048.75
775,43231.36328
776,46940.66406
777,47507.68359
778,45699.53516
779,43841.54297
780,42103.09375
781,40669.71094
782,39347.03125
783,38529.15625
784,38020.59766
785,37755.31641
786,38082.98828
787,39406.34375
788,41090.26953
789,40944.17578
790,40469.61328
791,39180.85156
792,37299.75781
793,35978.02344
794,35258.39063
795,35140.72266
796,35352.24609
797,35980.07813
798,37763.35156
799,40689.57813
800,44288.3125
801,44573.15625
802,42955.54297
803,41096.34766
804,40101.08203
805,39155.73047
806,38375.92188
807,38222.05859
808,38147.19141
809,38445.70703
810,38801.62891
811,39511.09375
812,41078.125
813,40555.12109
814,39636.61719
815,37605.04297
816,35390.86328
817,33402.71484
818,32319.96484
819,31565.10938
820,31119.93359
821,31288.20703
822,32328.94727
823,34722.03516
824,37523.33984
825,37910.88281
826,38636.86328
827,39337.01953
828,39511.44922
829,39759.16406
830,40123.76953
831,39959.72656
832,39871.36328
833,39980.28516
834,39908.65625
835,40154.48828
836,41696.05078
837,41139.70313
838,40067.73047
839,38382.83594
840,36330.07031
841,34899.59766
842,33997.16797
843,33586.94531
844,33604.91797
845,34098.90625
846,35595.8125
847,38456.33203
848,41927.44141
849,43174.77344
850,43382.19141
851,43586.79297
852,42995.71484
853,42180.28516
854,41511.63281
855,40484.27734
856,39638.13672
857,39301.17188
858,39587.53906
859,40989.85938
860,42289.67578
861,42189.52734
862,41793.78516
863,40757.57422
864,39284.04297
865,37976.80859
866,36830.38672
867,36255.95703
868,36072.82031
869,36207.80078
870,36572.17969
871,37432.17969
872,39035.86328
873,40337
874,41828.82422
875,42339.375
876,41789.38672
877,40380.42578
878,39237.35156
879,38056.15234
880,37166.07422
881,36885.50391
882,37115.64453
883,37862.1875
884,39533.97266
885,39795.17578
886,39344.42188
887,38428.52344
888,37685.86719
889,36907.10156
890,36476.86328
891,36401.24609
892,36576.45703
893,37161.74609
894,38144.05469
895,39380.80078
896,40991.78516
897,42284.53125
898,43010.32813
899,42753.98828
900,41731.29297
901,40153.28125
902,38827.02344
903,37762.89844
904,37109.9375
905,37060.76563
906,37352.74219
907,37978.92578
908,39380.44922
909,39601.26172
910,39385.03125
911,39210.26563
912,37290.12109
913,35501.84375
914,34686.75781
915,34189.01172
916,34112.89063
917,34429.45313
918,35593.41016
919,38144.57813
920,41212.60156
921,41704.22266
922,41786.13672
923,41712.36719
924,41381.6875
925,40874.85156
926,40552.13672
927,39933.49219
928,39351.72266
929,39252.89063
930,39322.67578
931,40478.51172
932,41818.5625
933,41456.28906
934,40562.46875
935,39109.86328
936,37084.32031
937,35410.17188
938,34735.39063
939,34474.57422
940,34714.76953
941,35448.43359
942,37258.57422
943,40361.21094
944,43542.91016
945,45499.09375
946,46077.34375
947,46843.0625
948,47296.81641
949,47014.80859
950,46731.59766
951,46179.52344
952,45720.79297
953,45593.99609
954,46205.44922
955,47633.25
956,48861.51953
957,48255.83203
958,47046.64844
959,45011.13281
960,42912.00391
961,40956.44531
962,40108.17188
963,39992.25781
964,39929.46484
965,40369.90234
966,41980.20313
967,44854.00391
968,48297.57813
969,49312.84766
970,49946.37891
971,50721.89453
972,51102.70313
973,51188.91797
974,51112.20703
975,50864.20703
976,50870.49219
977,51267.59766
978,51968.28906
979,53561.64844
980,54064.32422
981,53679.91016
982,52617.91406
983,50896.10938
984,48615.46484
985,46825.14063
986,46033.39453
987,45968.96484
988,46204.65625
989,46970.82813
990,48912.16016
991,51977.17188
992,55332.52344
993,57225.4375
994,58495.27344
995,59166.54297
996,59525.48047
997,59835.70313
998,59246.61328
999,58930.30078
1000,58638.02344
1001,58893.20313
1002,59152.02734
1003,60244.83594
1004,60868.50781
1005,60774.97656
1006,59611.91406
1007,57542.16797
1008,55395.71484
1009,53705.54688
1010,53124.80078
1011,53035.41406
1012,52962.74609
1013,53713.04297
1014,55446.33984
1015,58101.38672
1016,61106.39453
1017,62625.42969
1018,63405.47266
1019,63669.62891
1020,63677.91406
1021,62747.66016
1022,62278.75
1023,61707.85156
1024,61257.80469
1025,60981.17969
1026,61147.17969
1027,62246.99609
1028,62897.52344
1029,62425.31641
1030,61547.05469
1031,60118.875
1032,58008.67188
1033,56636.53125
1034,55354.72656
1035,54944.69531
1036,54833.64844
1037,55342.48438
1038,56114.66016
1039,57716.19141
1040,59267.1875
1041,60739.57422
1042,62701.92188
1043,63479.94141
1044,63677.33203
1045,62415.13281
1046,60720.90234
1047,58775.03516
1048,57377.79297
1049,56846.47656
1050,57594.89063
1051,59229.29297
1052,60524.70703
1053,60084.24609
1054,59317.72266
1055,58040.03125
1056,56516.66016
1057,55302.85938
1058,54535.32031
1059,54313.13281
1060,54393.99219
1061,54792.32031
1062,55665.64844
1063,56788.76953
1064,58356.52734
1065,59839.86328
1066,61837.74219
1067,63227.95313
1068,64152.80078
1069,64467.01563
1070,64596.53125
1071,64615.30078
1072,64854.86328
1073,65423.08594
1074,66681.77344
1075,68541.14063
1076,69415.10938
1077,69120.50781
1078,68493.41406
1079,67454.44531
1080,66132.53906
1081,65499.87109
1082,64997.18359
1083,59066.20313
1084,53977.35547
1085,54585.10156
1086,53976.50781
1087,51201.25391
1088,51295.54688
1089,50907.15234
1090,49846.33203
1091,49350.05078
1092,48180.88672
1093,46861.63672
1094,45691.92578
1095,45125.92969
1096,44787.8125
1097,45241.86328
1098,45676.36719
1099,44373.57031
1100,44750.86719
1101,44319.92969
1102,44861.05078
1103,45092.125
1104,43927.77734
1105,43810.32422
1106,44525.27344
1107,44950.49609
1108,45780.80078
1109,46464.86328
1110,45580.33984
1111,46135.85547
1112,46851.03516
1113,46487.45313
1114,45510.49609
1115,44190
1116,44013.625
1117,43829.55859
1118,43498.11328
1119,44169.16406
1120,45112.77344
1121,45267.79297
1122,46126.34375
1123,45879.54297
1124,45257.99609
1125,45246.10156
1126,44761.46484
1127,43643.34766
1128,42978.66797
1129,42590.88672
1130,42388.72266
1131,42632.35156
1132,42999.75781
1133,42876.58984
1134,42966.99219
1135,43249.70313
1136,43873.91797
1137,43820.29297
1138,43966.08984
1139,44661.21875
1140,45060.93359
1141,44917.38281
1142,45101.03516
1143,45040.83984
1144,45001.51563
1145,44647.69922
1146,45843.42578
1147,47921.58203
1148,49085.70313
1149,49299.32422
1150,49301.87109
1151,48236.10938
1152,48588.55859
1153,47638.37109
1154,47829.29297
1155,47720.74219
1156,47805.52344
1157,48071.23438
1158,49095.69531
1159,50520.30469
1160,52199.03516
1161,53213.30469
1162,54508.22266
1163,55320.74219
1164,55338.52734
1165,54711.20703
1166,53022.75
1167,51443.96875
1168,50338.42188
1169,49855.08984
1170,50653.57422
1171,52754.6875
1172,55064.94141
1173,54830.94922
1174,54329.16797
1175,53399.28125
1176,52219.44922
1177,51418.78906
1178,51222.09766
1179,51458.74219
1180,51885.91406
1181,52635.78125
1182,54016.75781
1183,56061.38672
1184,58079.96094
1185,58163.46094
1186,55621.63672
1187,53029.25391
1188,50016.16016
1189,47211.12891
1190,44725.58594
1191,42358.3125
1192,40568.33203
1193,39545.41406
1194,39716.75781
1195,41992.45703
1196,46091.51563
1197,47401.14063
1198,48156.34766
1199,48107.60938
1200,47472.26953
1201,46952.11719
1202,46748.14844
1203,47083.20703
1204,47556.57031
1205,48189.65625
1206,49225.93359
1207,50772.69141
1208,52311.78516
1209,52089.39453
1210,49430.52344
1211,46097.59766
1212,43034.28125
1213,40151.22656
1214,37602.65625
1215,35638.08203
1216,34210.24219
1217,33603.36328
1218,33906.47656
1219,35570.9375
1220,38612.93359
1221,39240.92188
1222,39251.63281
1223,38704.92188
1224,37651.63672
1225,36582.70313
1226,35908.85156
1227,35526.34766
1228,35310.53516
1229,35198.85156
1230,35484.61328
1231,35929.69922
1232,36822.81641
1233,37257.23047
1234,37021.80859
1235,36331.28125
1236,34946.85156
1237,33682.92969
1238,32544.29102
1239,31732.24219
1240,31177.36523
1241,31171.89063
1242,31680.66992
1243,32635.11523
1244,34902.01172
1245,34867.07422
1246,34446.28516
1247,33315.23828
1248,31781.41016
1249,30548.32813
1250,30044.66406
1251,30039.74609
1252,30644.60156
1253,31730.72852
1254,33520.84766
1255,36837.55469
1256,40377.68359
1257,40444.41406
1258,38663.40234
1259,37128.75
1260,35897.13281
1261,35216.5625
1262,34591.04297
1263,34346.0625
1264,34179.81641
1265,34340.875
1266,34611.46484
1267,35107.08984
1268,36764.19531
1269,36587.93359
1270,35796.42188
1271,34397.20703
1272,32701.38086
1273,31148.86133
1274,30415.93945
1275,30319.53125
1276,30740.58789
1277,31469.11133
1278,32949.6875
1279,36110.26953
1280,39324.98828
1281,39229.68359
1282,37689.11719
1283,36275.46875
1284,35225.11328
1285,34828.78125
1286,34829.20703
1287,35091.59766
1288,35284.80859
1289,35758
1290,36068.84375
1291,36310.94531
1292,37790.18359
1293,37390.06641
1294,36181.23828
1295,34275.4375
1296,31999.22266
1297,29746.85938
1298,28716.67578
1299,27929.49609
1300,27685.29883
1301,27826.27344
1302,28929.48828
1303,31257.11328
1304,34141.71484
1305,34591.75391
1306,34961.01953
1307,35516.10938
1308,35808.11328
1309,36029.90234
1310,36326.14844
1311,36582.99219
1312,37087.22266
1313,37391.73438
1314,37525.79297
1315,37781.51172
1316,38981.62891
1317,38314.5625
1318,37318.44922
1319,35697.39453
1320,33141.23438
1321,31232.41406
1322,30233.44727
1323,29515.76367
1324,29386.16016
1325,29637.53516
1326,30590.12305
1327,33218.44141
1328,36212.24219
1329,37145.26953
1330,37982.82813
1331,38597.88672
1332,39064.42188
1333,39252.64063
1334,39279.27344
1335,39205.62891
1336,39163.16797
1337,39323.84375
1338,39920.22266
1339,41142.90234
1340,42132.0625
1341,41571.32422
1342,40455.16797
1343,38630.04297
1344,36446.44531
1345,34695.77734
1346,33512.98047
1347,32937.73438
1348,32746.62891
1349,32651.54492
1350,33743.54297
1351,36211.60938
1352,39071.29297
1353,39635.74219
1354,40017.59375
1355,40327.00391
1356,40243.66406
1357,39852.30859
1358,39414.63281
1359,39066
1360,38704.69531
1361,38371.78516
1362,38188.74219
1363,38648.81641
1364,39432.80469
1365,38813.44531
1366,37933.01172
1367,36908.39063
1368,35479.53516
1369,33769.91406
1370,32579.18164
1371,31655.89453
1372,31215.70898
1373,30942.23047
1374,31296.75
1375,31944.20703
1376,33422.82031
1377,34630.90625
1378,36043.64063
1379,37011.85547
1380,37729.89844
1381,38109.73828
1382,38133.5
1383,37877.99219
1384,37265.96094
1385,37092.42969
1386,36875.88281
1387,37373.78125
1388,38417.26563
1389,37931.00781
1390,37042.95313
1391,35996.14844
1392,34509.3125
1393,32889.85547
1394,31687.10352
1395,30527.59961
1396,29862.51563
1397,29423.25586
1398,29333.91406
1399,29672.56055
1400,30527.72461
1401,31500.09961
1402,33413.64844
1403,35042.71875
1404,36294.01172
1405,37196.42969
1406,37655.79297
1407,37982.61719
1408,38126.75391
1409,38233.23828
1410,38347.37109
1411,38857.38281
1412,40294.25391
1413,40148.11328
1414,39048.58203
1415,37334.09375
1416,35384.10938
1417,33186.46875
1418,32120.46289
1419,31461.31836
1420,31149.30664
1421,31696.01367
1422,32673.60742
1423,35400.98828
1424,38888.33984
1425,39769.10547
1426,40663.59766
1427,41029.80078
1428,40764.27734
1429,40501.35938
1430,39835.62891
1431,39203.72656
1432,38630.4375
1433,38420.48047
1434,39419.54688
1435,40475.76953
1436,42069.70313
1437,41657.85156
1438,40650.82813
1439,39119.72266
1440,36935.67969
1441,35049.29688
1442,34284.01172
1443,33887.58984
1444,34008.41797
1445,34917.85156
1446,36489.69141
1447,39906.22656
1448,43294.51563
1449,42976.73438
1450,41698.42188
1451,40125.59766
1452,38891.40625
1453,37742.05469
1454,36840.19531
1455,36005.40625
1456,35337.14063
1457,35326.89844
1458,35458.13281
1459,36370.64844
1460,38698.82031
1461,39127.02344
1462,38871.37891
1463,37795.85156
1464,36265.85156
1465,35304.48828
1466,34808.26953
1467,34579.9375
1468,35041.69141
1469,35889.91797
1470,37869.23828
1471,41298.46484
1472,44977.69531
1473,44194.98438
1474,41738.28125
1475,39873.10938
1476,38279.96484
1477,36962.10938
1478,36311.35156
1479,35826.00781
1480,35717.90625
1481,35805.38672
1482,35941.41406
1483,36316.25781
1484,38267.32813
1485,38247.41016
1486,37553.17188
1487,36241.17188
1488,34457.03516
1489,32766.27344
1490,31921.86328
1491,31851.21289
1492,31910.70898
1493,32674.42578
1494,34303.89844
1495,37452.97266
1496,40581.16016
1497,40124.84375
1498,39063.15625
1499,37958.20313
1500,37174.26563
1501,36425.38281
1502,36574.34375
1503,36654.24609
1504,36614.89453
1505,36858.48438
1506,36815.35156
1507,37089.24609
1508,38404.55859
1509,38147.75391
1510,36996.00781
1511,35212.70313
1512,33138.69141
1513,31497.93555
1514,30398.41602
1515,29782.75
1516,29557.49219
1517,29883.60938
1518,30838.07227
1519,33622.61328
1520,36433.48438
1521,36886.09375
1522,37248.96875
1523,37379.58594
1524,37272.66016
1525,37352.41797
1526,37413.35156
1527,37862.52734
1528,37848.73828
1529,38313.05859
1530,38210.91406
1531,38056.82422
1532,38605.78906
1533,37714.91797
1534,36794.87891
1535,35373.99219
1536,33758.5
1537,32561.24414
1538,31339.50977
1539,30786.87305
1540,30638.78906
1541,30774.68945
1542,31673.15039
1543,33051.01953
1544,34491.93359
1545,35527.51172
1546,35852.53906
1547,35463.96875
1548,35228.67969
1549,34573.5
1550,34237.92578
1551,33719.41016
1552,33519.28516
1553,33587.15625
1554,33910.51563
1555,34240.32813
1556,35718.58594
1557,35878.31641
1558,35507.94531
1559,34880.69531
1560,34003.98828
1561,33118.34375
1562,32532.05664
1563,32181.03125
1564,32382.51172
1565,32567.39258
1566,33349.16406
1567,34645.66016
1568,36125.78906
1569,36806.29688
1570,36686.25
1571,36040.50391
1572,35093.52734
1573,34513.73828
1574,33990.75
1575,33676.99219
1576,33494.93359
1577,33461.23828
1578,33986.125
1579,34737.23438
1580,36850.74219
1581,37167.37109
1582,36480.90625
1583,35481.38281
1584,33810.84766
1585,32523.9668
1586,31878.35352
1587,31648.44531
1588,32068.40234
1589,32587.19727
1590,34397.74609
1591,37162.32031
1592,40251.12891
1593,40356.35156
1594,39670.10547
1595,38648.58594
1596,38139.35156
1597,37735.1875
1598,37378.27734
1599,37247.10938
1600,37257.58984
1601,37117.84375
1602,37129.1875
1603,37643.07031
1604,39059.58203
1605,38812.48438
1606,37721.07031
1607,36008.35547
1608,33896.03906
1609,31920.2832
1610,30757.54883
1611,30376.64063
1612,30110.44336
1613,30310.16406
1614,31336.55664
1615,33628.01953
1616,36059.02344
1617,36553.14844
1618,37203.32422
1619,37662.58984
1620,38049.70313
1621,38205.30078
1622,38346.69531
1623,38559.89063
1624,38324.37109
1625,38640.81641
1626,38125.63672
1627,38476.19141
1628,40025.97656
1629,39612.50391
1630,38400.10156
1631,36651.38281
1632,34234.71484
1633,32308.35547
1634,31138.0918
1635,30314.27734
1636,30070.11523
1637,30108.41406
1638,31034.72461
1639,33108.67969
1640,35552.78516
1641,36341.30469
1642,37355.625
1643,38066.56641
1644,38705.07422
1645,39193.17969
1646,39475.54297
1647,39778.03516
1648,39844.25781
1649,40194.75
1650,40145.82031
1651,40466.95703
1652,41290.1875
1653,40851.57031
1654,39833.08594
1655,38253.19141
1656,35997.48438
1657,33752.36328
1658,32261.67773
1659,31306.54297
1660,30734.18555
1661,30874.91016
1662,31452.49609
1663,33320.29297
1664,35601.16406
1665,36579.23438
1666,37599.83594
1667,38795.49219
1668,39596.28125
1669,40437.21484
1670,40678.21875
1671,41198.61719
1672,41247.34766
1673,41141.33594
1674,41047.88281
1675,41043.19141
1676,42127.61328
1677,41369.52734
1678,40418.14844
1679,38754.875
1680,36568.15234
1681,34420.10547
1682,32927.78906
1683,31930.16992
1684,31137.56641
1685,31101.29297
1686,31570.18555
1687,33681.58984
1688,35832.73828
1689,37145.69531
1690,38491.07422
1691,39869.0625
1692,40943.82422
1693,42104.17969
1694,43102.08984
1695,43532.85156
1696,43774.54688
1697,43599.27734
1698,43084.88672
1699,42367.07813
1700,42643.90234
1701,41731.39063
1702,40407.43359
1703,39028.35938
1704,36930.14453
1705,34905.35547
1706,33015.07422
1707,31999.26758
1708,31263.19336
1709,30840.80859
1710,30837.24219
1711,31549.48047
1712,32139.31055
1713,33837.57031
1714,36064.57422
1715,37832.99219
1716,38948.37109
1717,39855.63281
1718,40313.10547
1719,40587.71484
1720,40563.06641
1721,40401.57422
1722,39997.47266
1723,39507.08203
1724,40099.3125
1725,39585.80859
1726,38667.32813
1727,37518.51563
1728,35774.07813
1729,34171.28516
1730,32573.96484
1731,31785.87305
1732,31098.33594
1733,30622.71289
1734,30415.73047
1735,30711.01953
1736,31356.81445
1737,32961.18359
1738,34770.36328
1739,35919.52344
1740,36175.99609
1741,36400.86719
1742,35878.23438
1743,35461.94922
1744,35515.60156
1745,35773.91406
1746,36282.00391
1747,36282.31641
1748,36818.44531
1749,36947.75
1750,35891.59375
1751,34171.90234
1752,32350.21875
1753,31041.11523
1754,30298.49219
1755,30019.58594
1756,29925.08594
1757,31111.68164
1758,32925.77734
1759,35641.74609
1760,36828.04688
1761,37143.99609
1762,37172.58594
1763,37060.83594
1764,37234.78906
1765,37580.72266
1766,38160.69922
1767,38867.29297
1768,39926.26563
1769,40545.66797
1770,40828.03125
1771,40412.54688
1772,41149.99219
1773,40451.84766
1774,38650.79297
1775,36421.21875
1776,34095.30469
1777,32472.70313
1778,31514.38477
1779,30860.73047
1780,30849.91602
1781,31437.03906
1782,33238.48047
1783,35588.48438
1784,36312.58984
1785,37004.44531
1786,37670.75781
1787,38599.44922
1788,39467.89063
1789,40131.73828
1790,41139.39453
1791,42245.98828
1792,43117.42578
1793,43095.10938
1794,43273.72656
1795,42659.91797
1796,43223.89453
1797,43149.22266
1798,41469.04688
1799,39024.77344
1800,36634.69922
1801,34757.04297
1802,33786.71875
1803,33026.36719
1804,32920.19141
1805,33199.1875
1806,34202.30859
1807,36154.74609
1808,36813.16406
1809,37566.38672
1810,38310.20313
1811,38647.9375
1812,38584.625
1813,38893.60547
1814,39281.44531
1815,39743.16797
1816,40032.33594
1817,40339.63281
1818,40093.87891
1819,39227.79688
1820,39870.05859
1821,39591.86719
1822,38064.17188
1823,35872.72656
1824,33947.74219
1825,32553.98047
1826,31795.67188
1827,31648.35352
1828,31762.75977
1829,32878.73438
1830,35245.35156
1831,38334.00781
1832,39883.92188
1833,39909.59766
1834,39884.66016
1835,39428.77734
1836,38803.59375
1837,38034.62109
1838,37451.34375
1839,37113.9375
1840,36966.42578
1841,36945.64844
1842,37051.20703
1843,36975.12891
1844,38269.01172
1845,38566.84766
1846,37308.92969
1847,35669.35156
1848,33862.16406
1849,32866.31641
1850,32316.63086
1851,32248.28711
1852,32689.13086
1853,33883.00781
1854,36528.60938
1855,39438.32813
1856,40758.00781
1857,40348.1875
1858,39755.32813
1859,38857.55469
1860,38101
1861,37300.11328
1862,36872.89453
1863,36418.57031
1864,36420.30078
1865,36439.39063
1866,36415.36328
1867,36317.76953
1868,37467.19141
1869,37286.35938
1870,36356.26172
1871,35042.22656
1872,33682.04688
1873,32871.26172
1874,32282.46875
1875,32050.66211
1876,32348.79102
1877,33093.10547
1878,34386.0625
1879,36298.76953
1880,37673.58984
1881,38183.28516
1882,37469.21875
1883,36663.25391
1884,35736.12891
1885,35213.38281
1886,34782.40625
1887,34663.05859
1888,34891.07813
1889,35246.73047
1890,35718.85547
1891,35437.08594
1892,36487.35547
1893,36518.26563
1894,35904.81641
1895,34734.39844
1896,33206.56641
1897,32278.30664
1898,31649.85352
1899,31426.21875
1900,31687.88281
1901,31991.08789
1902,32848.53125
1903,34114.00391
1904,35289.96094
1905,36278.82813
1906,36452.77734
1907,36013.17578
1908,35566.24609
1909,35296.35547
1910,34988.74609
1911,35122.71875
1912,35600.70313
1913,36293.66797
1914,36822.25391
1915,37031.16016
1916,38283.82422
1917,38443.08594
1918,36942.71094
1919,34582.76953
1920,32769.76953
1921,31250.51172
1922,30487.50781
1923,30154.88281
1924,30436.64258
1925,31369.87109
1926,33680.4375
1927,36570.92969
1928,37492.75391
1929,38186.84766
1930,38845.53906
1931,39327.77734
1932,39815.45313
1933,39871.47656
1934,39925.17578
1935,39934.93359
1936,39790.07813
1937,39021.64844
1938,39628.17578
1939,39688.06641
1940,40385.5
1941,39868.41406
1942,38353.76172
1943,36023.30859
1944,33853.86719
1945,32518.73633
1946,31677.57422
1947,31266.93359
1948,31239.40039
1949,32261.77344
1950,34576.49219
1951,37769.50391
1952,38251.27344
1953,38447.70703
1954,38464.45703
1955,38731.36328
1956,39079.625
1957,39563.13281
1958,39965.21875
1959,40752.33203
1960,41436.44531
1961,42065.46484
1962,42265.93359
1963,41195.95703
1964,41402.03516
1965,40711.4375
1966,38715.32813
1967,35772.47656
1968,33325.01563
1969,31942.80469
1970,31058.25781
1971,30666.57813
1972,31110.49609
1973,31997.3457
1974,34403.64063
1975,37543.88672
1976,38231.07422
1977,38424.36719
1978,38766.27734
1979,38981.5625
1980,38928.45313
1981,39012.30078
1982,39194.5625
1983,39462.80078
1984,39822.28906
1985,40125.01953
1986,40291.625
1987,40056.99219
1988,40859.93359
1989,40723.90234
1990,38946.91406
1991,36279.84766
1992,33644.42578
1993,32114.67773
1994,31272.79297
1995,30699.85938
1996,30528.54492
1997,31226.5
1998,33492.28516
1999,36499.14453
2000,37143.69531
2001,37561.22266
2002,37947.16406
2003,38311.59375
2004,38756.52734
2005,39326.30078
2006,39694.55469
2007,39946.16406
2008,40534.5
2009,40872.28906
2010,40834.41016
2011,40110.29688
2012,40389.34375
2013,39821.62891
2014,37937.67578
2015,35355.01172
2016,33212.58984
2017,31675.33789
2018,30951.98047
2019,30730.65039
2020,30892.45117
2021,31851.20313
2022,34324.07031
2023,37550.84375
2024,38117.41797
2025,38214.13672
2026,37973.55859
2027,38202.19141
2028,38597.40234
2029,39288.94531
2030,40380.30859
2031,41258.35547
2032,42434.80859
2033,43456.88672
2034,43514.17578
2035,42021.98828
2036,41091.6875
2037,41022.01172
2038,39466.47266
2039,37431.24609
2040,35337.02344
2041,33557.00781
2042,32303.79297
2043,31765.43945
2044,31337.79102
2045,31258.24219
2046,32165.1543
2047,33242.31641
2048,34292.12891
2049,36051.96094
2050,37656.15625
2051,38884.64844
2052,40243.98828
2053,41155.58594
2054,42224.34766
2055,43303.70703
2056,44470.34375
2057,45097.53125
2058,45312.69141
2059,44573.26563
2060,44174.97656
2061,43480.13672
2062,41712.50781
2063,39614.23438
2064,37290.50391
2065,35321.33984
2066,33686.76953
2067,32630.95508
2068,31674.37891
2069,31213.37891
2070,31394.21484
2071,31701.98633
2072,31985.82422
2073,33292.97266
2074,34388.37891
2075,35022.23828
2076,35267.64844
2077,35007.32813
2078,35039.91016
2079,35063.40234
2080,35488.59766
2081,36125.98438
2082,36631.99609
2083,36944.79688
2084,37828.875
2085,37766.66406
2086,36341.98438
2087,34344.19531
2088,32236.69727
2089,30837.16211
2090,30422.13672
2091,30427.07813
2092,30603.36719
2093,31828.34961
2094,34652.69531
2095,38108.36719
2096,38702.84375
2097,38673.04688
2098,38373.51953
2099,38283.80469
2100,38240.84375
2101,38196.40625
2102,38693.97266
2103,38959.87891
2104,39328.00391
2105,39828.56641
2106,39832.35547
2107,39223.10547
2108,40189.17969
2109,40045.83203
2110,38172.54297
2111,35776.14844
2112,33593.89063
2113,32075.55664
2114,31118.91406
2115,30760.75391
2116,30762.95313
2117,31593.13477
2118,33716.07422
2119,36764.28906
2120,37331.72266
2121,37866.67578
2122,38625.85938
2123,39613.17188
2124,40429.39063
2125,40971.91797
2126,41884.96875
2127,42592.48828
